2和暦,3西暦コード,4タイトル,5版種類,6数量,7書誌事項,8形態分類,9内容分類,10地名,12目録番号,16所蔵機関（名称）,年号,閏,月,日
万延1年5月15日,18600005015,詩歌連俳書画会案内,木版,１枚,21.5×29.0　於三州赤羽根御坊、よびかけは安政６年５月門人雲母社中、伊勢の斎藤拙堂が趣旨を述ぶ、三州本法院義譲上人安政５年２月死去を追薦云々、幹事柏堂、斗南、里仙、呉道、意空、量空、展観集所は京、江戸、大坂、仙台、長崎、豊後府内、金沢、三条、大垣、笠松、名,Ｗ,10,三河,16-A00-6010-3-19,東京大学総合図書館-A00-6010-3-19,万延１,,5,15
安政4年5月,18570005099,安政五戊午気朔暦,木版,１枚,12.5×15.5　丁巳５月尾陽石川氏蔵板,θ,4,尾張,16-A00-6010-3-20,東京大学総合図書館-A00-6010-3-20,安政４,,5,
安政6年,18590099099,自園新茶山本山引札,木版,１枚,13.2×10.8　家秘清浄作精製とあり、他に「自園清浄手製御名茶」（7.0×3.3）及び「江戸馬喰町４丁目山本市右衛門引札」（6.5×5.5）がつけられている,Ｗ,7,江戸,16-A00-6010-3-21,東京大学総合図書館-A00-6010-3-21,安政６,,,
安政6年,18590099099,小笠原家伝狐印膏薬引札,木版,１枚,11.0×11.2　美濃信濃境馬籠落合之間十曲峠寿仙、「ねぶとはれ物」云々とあり,Ｗ,3,信濃,16-A00-6010-3-22,東京大学総合図書館-A00-6010-3-22,安政６,,,
安政6年,18590099099,〔大坂心斎橋筋あづち町南西角有馬屋久兵衛店某品引札〕,木版,１枚,11.0×3.5,Ｗ,7,大阪,16-A00-6010-3-23,東京大学総合図書館-A00-6010-3-23,安政６,,,
安政6年,18590099099,七味まるめろう引札,木版,１枚,10.1×7.6　「小児かんきやうふう」云々、本家江戸浅草御蔵前、取次所名古屋ひろ小路亀竹製,Ｗ,3,江戸・尾張,16-A00-6010-3-24,東京大学総合図書館-A00-6010-3-24,安政６,,,
安政6年,18590099099,〔名古屋本町通西御坊前梅屋平助蝋燭駄卸所引札〕,木版,１枚,10.5×6.5,Ｗ,7,尾張,16-A00-6010-3-25,東京大学総合図書館-A00-6010-3-25,安政６,,,
安政1年6月26日,18540006026,〔江戸住吉町敵討摺物〕,木版,２枚,21.5×29.0　常州新治郡すみむら近藤内膳様家来当時浪人太田六助寅２９才、相手水野出羽守様家来山田金平寅５２才、１枚は画のみ,,8,江戸,16-A00-6010-3-26,東京大学総合図書館-A00-6010-3-26,安政１,,6,26
安政6年,18590099099,〔金毘羅大権現に奥院無くまた神体開帳せざる旨摺物〕,木版,１枚,36.0×11.5　一ノ坂成功堂（梓）,,9,讃岐,16-A00-6010-3-27,東京大学総合図書館-A00-6010-3-27,安政６,,,
安政6年1月,18590001099,〔名古屋延米相場日程附略暦〕,木版,１枚,15.5×19.5　尾陽米市場米屋兵吉（梓）、武鑑形式,Ｅ・θ,,尾張,16-A00-6010-3-28,東京大学総合図書館-A00-6010-3-28,安政６,,1,
安政6年,18590099099,〔おみくじ〕,木版,３枚,8.0×2.5　５３半吉・９５大吉・８５大吉,,9,尾張？,16-A00-6010-3-29,東京大学総合図書館-A00-6010-3-29,安政６,,,
安政6年,18590099099,〔外神田明神下神田川茂七引札〕,木版,１枚,6.5×2.6,Ｗ,7,江戸,16-A00-6010-3-30,東京大学総合図書館-A00-6010-3-30,安政６,,,
安政6年,18590099099,〔本銀町４丁目越後屋十右衛門方宿縮屋又兵衛引札〕,木版,１枚,8.2×6.7,Ｗ,7,江戸・越後？,16-A00-6010-3-31,東京大学総合図書館-A00-6010-3-31,安政６,,,
安政6年,18590099099,新なそわらひ袋,木版,１枚,15.3×42.0　吉小清三郎（梓）、吉原ことば形式の謎々,,15,江戸,16-A00-6010-3-32,東京大学総合図書館-A00-6010-3-32,安政６,,,
安政6年,18590099099,御膳浜納豆引札,木版,１枚,15.3×8.0　三河国出店、江戸製所本石町１丁目水月堂宗高,Ｗ,7,江戸,16-A00-6010-3-33,東京大学総合図書館-A00-6010-3-33,安政６,,,
安政6年,18590099099,〔芝神明前大和屋惣兵衛唐物大安売引札〕,木版,１枚,13.0×6.3,Ｗ,7,江戸,16-A00-6010-3-34,東京大学総合図書館-A00-6010-3-34,安政６,,,
安政6年,18590099099,〔菅原道実神像摺物〕,木版,１枚,24.0×9.5　天庵の５言絶句あり,,9,尾張？,16-A00-6010-3-35,東京大学総合図書館-A00-6010-3-35,安政６,,,
安政6年,18590099099,万寿扇引札,木版,１枚,23.7×6.5　御扇子司皇都群鶴亭,Ｗ,7,京都,16-A00-6010-3-36,東京大学総合図書館-A00-6010-3-36,安政６,,,
明治2年1月,18690001099,明治二年己巳中外通暦包紙表紙,木版,１枚,15.5×5.5　東京開成所（梓）、「呈上」と墨書あり,θ,4,東京,16-A00-6010-3-37,東京大学総合図書館-A00-6010-3-37,明治２,,1,
安政6年,18590099099,浪花天保山沖に払郎察国蛟龍船之図,木版,１枚,24.0×30.5　長サ５５間、横３２間以上５艘、乗組７００人宛、あるいは万延元年１０月２５日の仏艦大阪来航の件か？,,6,大阪,16-A00-6010-3-38,東京大学総合図書館-A00-6010-3-38,安政６,,,
安政6年,18590099099,〔教訓歌３首摺物〕,木版,１枚,23.5×8.6　「日々日々に御上をおそれ忠と孝かない中よく家業大せつ」他２首,,10,尾張？,16-A00-6010-3-39,東京大学総合図書館-A00-6010-3-39,安政６,,,
安政6年,18590099099,〔大阪唐物町中橋筋南へ入播磨屋□兵衛唐物店引札〕,木版,１枚,23.0×10.2,Ｗ,7,大阪,16-A00-6010-3-40,東京大学総合図書館-A00-6010-3-40,安政６,,,
安政6年,18590099099,〔名古屋鍛冶屋町２丁目美濃屋理兵衛仕入万嚢物所引札〕,木版,１枚,24.0×12.0,Ｗ,7,尾張,16-A00-6010-3-41,東京大学総合図書館-A00-6010-3-41,安政６,,,
安政6年7月,18590007099,これらといふやまひ俗にいふころり流行悪性暴潟病手当心得の事,木版,１枚,23.5×30.4　柳河氏塾生等謹記,,3,江戸,16-A00-6010-3-42,東京大学総合図書館-A00-6010-3-42,安政６,,7,
安政6年,18590099099,千だんかう引札,木版,１枚,12.2×10.0　名古屋本町６丁目鏡屋正七製、かみ用の薬油,Ｗ,7,尾張,16-A00-6010-3-43,東京大学総合図書館-A00-6010-3-43,安政６,,,
安政6年,18590099099,おぼろ引札,木版,１枚,12.7×5.5　おぼろまんじゅうのことか,Ｗ,7,尾張？,16-A00-6010-3-44,東京大学総合図書館-A00-6010-3-44,安政６,,,
安政6年,18590099099,〔いぼほくろ等取薬引札〕,木版,１枚,11.7×15.0,Ｗ,3,尾張？,16-A00-6010-3-45,東京大学総合図書館-A00-6010-3-45,安政６,,,
安政6年,18590099099,三輪素麺引札,木版,１枚,11.7×10.4　信州松本城南新町中村屋製、他に「片栗麺うんどん大安売」とあり,Ｗ,7,信濃,16-A00-6010-3-46,東京大学総合図書館-A00-6010-3-46,安政６,,,
安政6年,18590099099,〔京都柳馬場三条下ル町伊勢屋甚助昆布所引札〕,木版,１枚,6.0×4.5,Ｗ,7,京都,16-A00-6010-3-47,東京大学総合図書館-A00-6010-3-47,安政６,,,
安政6年,18590099099,〔甲府八日町２丁目升屋太郎右衛門菓子司引札〕,木版,１枚,4.3×3.4,Ｗ,7,甲斐,16-A00-6010-3-48,東京大学総合図書館-A00-6010-3-48,安政６,,,
安政6年,18590099099,〔大阪瓦町八百屋町南ニ入春栄堂製茶用煎餅引札〕,木版,１枚,12.1×8.1,Ｗ,7,大阪,16-A00-6010-3-49,東京大学総合図書館-A00-6010-3-49,安政６,,,
安政6年,18590099099,人参五香湯引札,木版,１枚,12.0×7.1　越中富山八尾林又右衛門製,Ｗ,3,越中,16-A00-6010-3-50,東京大学総合図書館-A00-6010-3-50,安政６,,,
安政6年,18590099099,〔社頭烏をよめる師兼和歌他２２首摺物〕,木版,１枚,22.6×29.0　「雑木雑、廿六」とあり,,10,不明,16-A00-6010-3-51,東京大学総合図書館-A00-6010-3-51,安政６,,,
安政6年,18590099099,〔鏡摺取図〕,,２枚,14.0×15.5　あと１つは9.7×11.3,,10,尾張？,16-A00-6010-3-52,東京大学総合図書館-A00-6010-3-52,安政６,,,
安政1年2月,18540002099,おらんだ新工夫絵花火,木版,２枚,19.0×15.5　あと１つは24.0×34.0、１枚は画、座敷なぐさみとあり,,6,横浜,16-A00-6010-3-53,東京大学総合図書館-A00-6010-3-53,安政１,,2,
安政6年,18590099099,御菓子引札,木版,１枚,7.0×3.7,Ｗ,7,尾張,16-A00-6010-3-54,東京大学総合図書館-A00-6010-3-54,安政６,,,
安政6年,18590099099,〔信州飯田松一御堀端松月庵和泉屋庄三郎京御菓子所引札〕,木版,２枚,4.5×6.0　あと１つは5.0×6.5,Ｗ,7,信濃,16-A00-6010-3-55,東京大学総合図書館-A00-6010-3-55,安政６,,,
安政6年,18590099099,御菓子引札,木版,１枚,7.0×3.0,Ｗ,7,尾張？,16-A00-6010-3-56,東京大学総合図書館-A00-6010-3-56,安政６,,,
安政6年,18590099099,〔大宮通元誓願寺角松屋若狭製菓子調布引札〕,木版,２枚,19.0×6.5　あと１つは19.0×13.0,Ｗ,7,京都,16-A00-6010-3-57,東京大学総合図書館-A00-6010-3-57,安政６,,,
安政6年,18590099099,破軍星くりやうの事,木版,１枚,11.0×9.0　森平板,,4,不明,16-A00-6010-3-58,東京大学総合図書館-A00-6010-3-58,安政６,,,
安政6年,18590099099,〔名古屋□□町□屋永助会津掛蝋燭引札〕,木版,１枚,12.5×8.8,Ｗ,7,尾張,16-A00-6010-3-59,東京大学総合図書館-A00-6010-3-59,安政６,,,
安政5年,18580099099,〔篆刻摺物〕,木版,１枚,19.5×10.2　文人の号の篆刻をあつめたもの、下部に篆刻のものあるも判読出来ず,,10,尾張？,16-A00-6010-3-60,東京大学総合図書館-A00-6010-3-60,安政５,,,
安政6年,18590099099,〔金工摺取図〕,,２枚,11.0×5.5,,10,尾張？,16-A00-6010-3-61,東京大学総合図書館-A00-6010-3-61,安政６,,,
安政6年5月25日,18590005025,開庵披露詩歌連俳書画展観会案内,木版,１枚,21.0×15.5　普門院天神講につき開催、会主鶯慮精知、蕉花堂評、俳諧一順、兼題凉、蝉、一題一句言,,10,尾張,16-A00-6010-3-62,東京大学総合図書館-A00-6010-3-62,安政６,,5,25
安政6年,18590099099,三国錠引札,木版,２枚,22.3×26.8　あと１つは24.0×35.0、一包１００銅、内臓の補薬、御免調合所濃州席田郡仏生寺村信楽堂謹製、御免取次所名古屋の分９軒の名あり,Ｗ,3,美濃・尾張,16-A00-6010-3-63,東京大学総合図書館-A00-6010-3-63,安政６,,,
安政6年,18590099099,〔某薬引札〕,木版,１枚,14.5×10.8　字が判断出来ず,Ｗ,7,尾張？,16-A00-6010-3-64,東京大学総合図書館-A00-6010-3-64,安政６,,,
安政6年,18590099099,〔広小路大津町西種痘所摺物〕,木版,１枚,13.3×7.5　「引請桑名町中野隆輔」とあり,Ｗ,3,尾張,16-A00-6010-3-65,東京大学総合図書館-A00-6010-3-65,安政６,,,
安政6年,18590099099,御きやらの油常磐香引札,木版,１枚,13.8×8.5　江戸山下御門通り南鍋町宇野丸甚五郎,Ｗ,7,江戸,16-A00-6010-3-66,東京大学総合図書館-A00-6010-3-66,安政６,,,
安政6年,18590099099,〔中津川山サ印栄屋佐平□引札〕,木版,１枚,12.5×3.5,Ｗ,7,美濃,16-A00-6010-3-67,東京大学総合図書館-A00-6010-3-67,安政６,,,
安政6年,18590099099,かねはげぬたまつばき引札,木版,１枚,9.3×7.3　包１６孔,Ｗ,7,尾張？,16-A00-6010-3-68,東京大学総合図書館-A00-6010-3-68,安政６,,,
安政6年,18590099099,神仙一角丸引札,木版,２枚,9.3×8.2　あと１つは10.0×11.6、加賀領本橋、かんしゃくの薬,Ｗ,7,越中？,16-A00-6010-3-69,東京大学総合図書館-A00-6010-3-69,安政６,,,
安政6年,18590099099,〔名古屋坂上町山久印某店引札〕,木版,１枚,4.0×3.0　字判読できず,Ｗ,7,尾張,16-A00-6010-3-70,東京大学総合図書館-A00-6010-3-70,安政６,,,
安政6年,18590099099,〔名古屋堺町辰巳屋御菓子所引札〕,木版,１枚,7.0×4.0,Ｗ,7,尾張,16-A00-6010-3-71,東京大学総合図書館-A00-6010-3-71,安政６,,,
安政6年,18590099099,〔子もりうた９首摺物〕,木版,１枚,11.5×31.0　不二孝とあり、「ははちちのこおんのふかきおめくみをねてもさめてもわすれなき」より始まるもの,,10,尾張？,16-A00-6010-3-72,東京大学総合図書館-A00-6010-3-72,安政６,,,
安政6年,18590099099,〔杉の町長者町西なかほど南がわ古手ごふくひしや理八店引札〕,木版,１枚,12.5×7.5,Ｗ,7,尾張,16-A00-6010-3-73,東京大学総合図書館-A00-6010-3-73,安政６,,,
安政6年,18590099099,油煙墨引札,木版,１枚,12.3×8.0　南都池田町古川屋万之助,Ｗ,7,大和,16-A00-6010-3-74,東京大学総合図書館-A00-6010-3-74,安政６,,,
安政6年,18590099099,尾州丸七風薬引札,木版,１枚,11.4×15.0,Ｗ,7,尾張,16-A00-6010-3-75,東京大学総合図書館-A00-6010-3-75,安政６,,,
安政6年,18590099099,金毘羅社御鬮第一大吉,木版,１枚,24.0×15.0　飯田智光院,,9,信濃,16-A00-6010-3-76,東京大学総合図書館-A00-6010-3-76,安政６,,,
安政6年1月,18590001099,安政六己未略暦,木版,１枚,24.0×10.0　大経師内匠、弘所尾張名古屋　　　書林（書林名空欄）,θ,4,尾張,16-A00-6010-3-77,東京大学総合図書館-A00-6010-3-77,安政６,,1,
安政6年,18590099099,春日野引札,木版,１枚,17.5×5.5　「鹿の声こころに角はなかりけり」とあり、春日野まんじゅうの引札か,Ｗ,7,尾張？,16-A00-6010-3-78,東京大学総合図書館-A00-6010-3-78,安政６,,,
安政6年,18590099099,〔大でんま町３丁目むら田宗清ゑのぐ引札〕,木版,１枚,6.0×5.0　問屋とあり,Ｗ,7,江戸,16-A00-6010-3-79,東京大学総合図書館-A00-6010-3-79,安政６,,,
安政2年,18550099099,日用重宝年数早見,木版,１枚,18.1×23.7　本郷３丁目丸屋惣兵衛、また包紙表紙（18.0×7.0）あり,θ,4,江戸,16-A00-6010-3-80,東京大学総合図書館-A00-6010-3-80,安政２,,,
嘉永4年4月,18510004099,気海観瀾広義包紙表紙,木版,１枚,24.0×15.5　嘉永４年辛亥初夏新雕、川本幸民訳、静修堂蔵,,10,江戸,16-A00-6010-3-81,東京大学総合図書館-A00-6010-3-81,嘉永４,,4,
安政6年,18590099099,〔東都今川橋西側吾妻屋喜三郎店瀬戸物類猪口盃類大安売引札〕,木版,１枚,24.0×15.5,Ｗ,7,江戸,16-A00-6010-3-82,東京大学総合図書館-A00-6010-3-82,安政６,,,
安政6年,18590099099,人参三臓円引札,木版,１枚,24.0×31.0　御免調合所大阪薩摩堀東之町元祖法橋吉神護運、売弘所名古屋巾下美濃屋勘六、「心脾腎の三臓を速かにととのへ補ふ」云々,Ｗ,3,大阪・尾張,16-A00-6010-3-83,東京大学総合図書館-A00-6010-3-83,安政６,,,
安政6年,18590099099,御羽二重綿引札,木版,１枚,24.0×11.5　飯田知久町角山村屋仕入,Ｗ,7,信濃,16-A00-6010-3-84,東京大学総合図書館-A00-6010-3-84,安政６,,,
安政6年,18590099099,〔信州飯田伝馬町２丁目白木屋平兵衛店足袋引札〕,木版,１枚,24.0×10.4,Ｗ,7,信濃,16-A00-6010-3-85,東京大学総合図書館-A00-6010-3-85,安政６,,,
安政6年,18590099099,男女乳母奉公人口入所引札,木版,１枚,24.0×8.5　伝馬町２丁目叶屋出張叶屋健次郎,Ｗ,7,尾張,16-A00-6010-3-86,東京大学総合図書館-A00-6010-3-86,安政６,,,
安政6年,18590099099,〔名古屋伝馬町６丁目精花堂京国屋庄兵衛和漢墨筆硯所引札〕,木版,１枚,24.0×13.0,Ｗ,7,尾張,16-A00-6010-3-87,東京大学総合図書館-A00-6010-3-87,安政６,,,
安政6年,18590099099,〔甲州道境川亀沢国司製富士桂川名物引札〕,木版,１枚,9.7×7.8,Ｗ,7,甲斐,16-A00-6010-3-88,東京大学総合図書館-A00-6010-3-88,安政６,,,
安政6年,18590099099,〔伊勢□□□引札〕,木版,１枚,13.5×9.0　字判読出来ず,Ｗ,7,伊勢？,16-A00-6010-3-89,東京大学総合図書館-A00-6010-3-89,安政６,,,
安政6年,18590099099,〔駿河町通東田町三河屋茂兵衛菓子引札〕,木版,１枚,20.5×6.5　「亀の市」と黒印あり,Ｗ,7,尾張,16-A00-6010-3-90,東京大学総合図書館-A00-6010-3-90,安政６,,,
安政6年,18590099099,〔名古屋本町通１０丁目西側中程旭香堂紅葉屋□助製ふしの粉所引札〕,木版,１枚,15.5×9.5,Ｗ,7,尾張,16-A00-6010-3-91,東京大学総合図書館-A00-6010-3-91,安政６,,,
安政6年,18590099099,天上国府引札,木版,１枚,15.5×5.0　名古屋長者町８丁目み□□□□,Ｗ,7,尾張,16-A00-6010-3-92,東京大学総合図書館-A00-6010-3-92,安政６,,,
安政6年,18590099099,〔名古屋伝馬町５丁目□□屋長六□□□□塩売所引札〕,木版,１枚,15.0×6.3,Ｗ,7,尾張,16-A00-6010-3-93,東京大学総合図書館-A00-6010-3-93,安政６,,,
安政6年,18590099099,〔名古屋本町２丁目津国屋三右衛門引札〕,木版,１枚,23.5×9.0　筆墨・硯・朱肉等、揮雲堂,Ｗ,7,尾張,16-A00-6010-3-94,東京大学総合図書館-A00-6010-3-94,安政６,,,
安政6年,18590099099,本直酒引札,木版,１枚,10.4×5.0　備後鞆保命酒屋中村吉兵衛,Ｗ,7,備後,16-A00-6010-3-95,東京大学総合図書館-A00-6010-3-95,安政６,,,
安政6年,18590099099,養気酒引札,木版,１枚,10.6×5.0　備後鞆保命酒屋中村吉兵衛,Ｗ,7,備後,16-A00-6010-3-96,東京大学総合図書館-A00-6010-3-96,安政６,,,
安政6年,18590099099,御薬酒十六味地黄保命酒引札,木版,１枚,10.8×5.0　備後鞆住保命酒屋中村吉兵衛,Ｗ,7,備後,16-A00-6010-3-97,東京大学総合図書館-A00-6010-3-97,安政６,,,
